Description,Revenue,Revenue %,Cumulative %,ABC
SEWING BOX RETROSPOT DESIGN ,3082.5699999999997,0.03131647121201954,74.34570282855556,A
"FOLDING UMBRELLA , BLACK/BLUE  SPOT",3077.01,0.03125998601300092,74.37696281456856,A
HANGING METAL BIRD BATH,3076.39,0.031253687303757834,74.40821650187232,A
PIZZA SLICE DISH,3074.18,0.031231235453068776,74.43944773732538,A
FRENCH WC SIGN BLUE METAL,3071.36,0.031202586485221204,74.4706503238106,A
ASSORTED TUTTI FRUTTI SMALL PURSE,3061.42,0.031101603953162738,74.50175192776376,A
SKULLS  STICKERS,3060.17,0.03108890494259201,74.53284083270636,A
JOY WOODEN BLOCK LETTERS,3058.64,0.031073361353653423,74.56391419406,A
GREEN 3 PIECE POLKADOT CUTLERY SET,3056.42,0.031050807910879805,74.59496500197088,A
PEACE WOODEN BLOCK LETTERS,3050.86,0.030994322711861186,74.62595932468274,A
CHRISTMAS GINGHAM STAR,3036.77,0.03085117946470788,74.65681050414744,A
RETRO SPOT GIANT  TUBE MATCHES,3034.9500000000003,0.0308326897053169,74.68764319385276,A
HEART GARLAND RUSTIC PADDED,3027.37,0.030755682905215968,74.71839887675797,A
SPACEBOY GIFT WRAP,3024.8,0.030729573739482544,74.74912845049745,A
BREAD BIN DINER STYLE RED ,3022.9,0.030710271243415032,74.77983872174087,A
APPLE BATH SPONGE,3021.45,0.030695540391152975,74.81053426213202,A
SWALLOWS GREETING CARD,3015.39,0.030633975587906065,74.84116823771993,A
"DOG BOWL , CHASING BALL DESIGN",3014.3,0.030622902050688388,74.87179113977062,A
MILK PAN PINK RETROSPOT,3011.2400000000002,0.03059181487281123,74.90238295464343,A
GLASS HEART T-LIGHT HOLDER ,3009.83,0.030577490388887442,74.93296044503232,A
PAINT YOUR OWN CANVAS SET,3007.65,0.030555343314452088,74.96351578834677,A
PAPER BUNTING RETROSPOT,3004.6000000000004,0.030524357728659503,74.99404014607543,A
TOY TIDY PINK POLKADOT,2996.7999999999997,0.030445115902698123,75.02448526197813,A
CHRISTMAS PUDDING TRINKET POT ,2995.71,0.030434042365480442,75.05491930434361,A
RIBBON REEL CHRISTMAS SOCK BAUBLE,2990.29,0.030378979455645747,75.08529828379926,A
SHOE SHINE BOX ,2984.81,0.03032330699330365,75.11562159079257,A
BLACK KITCHEN SCALES,2978.1,0.03025513870455996,75.14587672949713,A
"HOOK, 1 HANGER ,MAGIC GARDEN",2976.49,0.030238782378944853,75.17611551187608,A
NURSE'S BAG SOFT TOY,2975.0699999999997,0.0302243563029365,75.20633986817901,A
TEA PARTY BIRTHDAY CARD,2973.16,0.03020495221478442,75.2365448203938,A
"FOLDING UMBRELLA , RED/WHITE SPOT",2962.82,0.030099905999343323,75.26664472639315,A
FINE WICKER HEART ,2956.07,0.030031331342261363,75.29667605773541,A
ASSORTED COLOUR T-LIGHT HOLDER,2954.82,0.030018632331690626,75.3266946900671,A
MONSTERS STENCIL CRAFT,2951.4300000000003,0.029984192615022803,75.35667888268212,A
SET/10 RED POLKADOT PARTY CANDLES,2940.96,0.02987782570248234,75.3865567083846,A
ROUND CAKE TIN VINTAGE RED,2938.46,0.029852427681340873,75.41640913606594,A
SET OF 72 IVORY PAPER DOILIES,2920.8199999999997,0.029673219244166684,75.44608235531011,A
DAIRY MAID LARGE MILK JUG,2914.48,0.029608809862551932,75.47569116517266,A
3D DOG PICTURE PLAYING CARDS,2907.7000000000003,0.029539930429216276,75.50523109560189,A
STRAWBERRY RAFFIA FOOD COVER,2905.04,0.029512906934721757,75.53474400253661,A
FRYING PAN PINK POLKADOT ,2904.26,0.029504982752125618,75.56424898528874,A
IVORY ENCHANTED FOREST PLACEMAT,2896.8,0.02942919505703949,75.59367818034578,A
PACK OF 12 SKULL TISSUES,2896.7499999999995,0.029428687096616647,75.62310686744239,A
FELTCRAFT PRINCESS OLIVIA DOLL,2888.73,0.029347210244794832,75.65245407768718,A
PIZZA PLATE IN BOX,2884.45,0.029303728832600642,75.68175780651978,A
SET/6 PURPLE BUTTERFLY T-LIGHTS,2879.3500000000004,0.029251916869472056,75.71100972338925,A
BLUE  SPOTTY CUP,2877.47,0.02923281755757367,75.74024254094682,A
PACK OF 12 COLOURED PENCILS,2873.19,0.02918933614537948,75.7694318770922,A
TEA CUP AND SAUCER RETRO SPOT,2866.34,0.029119745567451862,75.79855162265966,A
"KEY FOB , BACK DOOR ",2864.07,0.029096684164255412,75.82764830682392,A
WATERING CAN BLUE ELEPHANT,2860.47,0.029060111013811698,75.85670841783772,A
VINTAGE SEASIDE JIGSAW PUZZLES,2857.37,0.029028617467596284,75.88573703530533,A
RETRO SPOT STORAGE JAR,2853.29,0.028987167897093408,75.91472420320243,A
SET OF 9 HEART SHAPED BALLOONS,2850.99,0.028963801717643258,75.94368800492006,A
FAIRY SOAP SOAP HOLDER,2831.16,0.028762344613949147,75.97245034953401,A
SET 12 RETRO WHITE CHALK STICKS,2829.68,0.028747308985433404,76.00119765851944,A
36 PENCILS TUBE WOODLAND,2810.1,0.028548391683853442,76.0297460502033,A
CHOCOLATE BOX RIBBONS ,2804.48,0.028491296932327426,76.05823734713563,A
POLYESTER FILLER PAD 40x40cm,2798.5,0.02843054486575704,76.08666789200139,A
PINK PAISLEY QUILT ,2797.55,0.028420893617723285,76.11508878561911,A
HAND OPEN SHAPE DECO.WHITE,2794.69,0.02839183828153745,76.14348062390064,A
FLOWER VINE RAFFIA FOOD COVER,2788.35,0.028327428899922687,76.17180805280057,A
SET OF 3 RED STRIPE BASKETS,2782.19,0.028264848175830116,76.20007290097641,A
"DECORATION HEN ON NEST, HANGING",2781.28,0.028255603296134628,76.22832850427254,A
PINK PADDED MOBILE,2778.41,0.02822644636786422,76.2565549506404,A
CHRISTMAS RETROSPOT STAR WOOD,2774.27,0.02818438724485395,76.28473933788526,A
METAL MEDINA LANTERN ,2773.11,0.028172602563044314,76.3129119404483,A
CHRISTMAS CRAFT TREE TOP ANGEL,2772.02,0.028161529025826634,76.34107346947413,A
DINOSAUR LUNCH BOX WITH CUTLERY,2769.54,0.0281363341888543,76.36920980366298,A
DOOR MAT RESPECTABLE HOUSE,2765.69,0.02809722123629644,76.39730702489928,A
AIRLINE BAG VINTAGE JET SET RED,2752.95,0.027967792920559526,76.42527481781984,A
CHRISTMAS CRAFT HEART STOCKING ,2752.66,0.027964846750107117,76.45323966456995,A
MAGIC DRAWING SLATE DOLLY GIRL ,2746.06,0.027897795974293652,76.48113746054425,A
PINK  HEART SHAPE LOVE BUCKET ,2746.0000000000005,0.027897186421786256,76.50903464696603,A
RED PAPER PARASOL,2745.8,0.02789515458009494,76.53692980154612,A
CHARLIE+LOLA RED HOT WATER BOTTLE ,2740.71,0.027843444209050914,76.56477324575518,A
PARTY CONES CANDY ASSORTED,2737.06,0.02780636309818437,76.59257960885336,A
OCEAN STRIPE HAMMOCK ,2736.69,0.027802604191055437,76.62038221304441,A
MONEY BOX KINGS CHOICE DESIGN,2727.15,0.0277056853423796,76.64808789838679,A
HEART WOODEN CHRISTMAS DECORATION,2727.02,0.027704364645280245,76.67579226303206,A
SET/3 FLORAL GARDEN TOOLS IN BAG,2719.38,0.027626748292671924,76.70341901132474,A
SET/3 DECOUPAGE STACKING TINS,2714.52,0.027577374539572912,76.73099638586432,A
POTTING SHED TWINE,2702.82,0.027458511800630855,76.75845489766495,A
PINK DIAMANTE PEN IN GIFT BOX,2700.43,0.027434231292419613,76.78588912895736,A
VINTAGE BILLBOARD LOVE/HATE MUG,2695.08,0.027379879527176874,76.81326900848454,A
RECIPE BOX RETRO SPOT DESIGN,2694.65,0.027375511067540544,76.84064451955209,A
CHRISTMAS GINGHAM TREE,2691.65,0.027345033442170784,76.86798955299426,A
S/16 VINTAGE BLACK CUTLERY,2687.41,0.027301958398314858,76.89529151139257,A
LOVE HEART NAPKIN BOX ,2673.56,0.027161253361191136,76.92245276475376,A
MOUSE TOY WITH PINK T-SHIRT,2666.02,0.027084652929428476,76.94953741768319,A
WOODLAND  HEIGHT CHART STICKERS ,2663.69,0.02706098197372463,76.97659839965691,A
RED/CREAM STRIPE FRINGE HAMMOCK,2662.64,0.02705031480484521,77.00364871446175,A
LOVE HEART SOCK HANGER,2661.39,0.027037615794274477,77.03068633025602,A
PACK OF 6 SKULL PAPER CUPS,2652.46,0.026946894062757163,77.05763322431878,A
"SWISS ROLL TOWEL, PINK  SPOTS",2646.3700000000003,0.026885024483256557,77.08451824880204,A
FLAMINGO LIGHTS,2642.2,0.026842660583992584,77.11136090938604,A
"KEY FOB , GARAGE DESIGN",2640.11,0.026821427838318323,77.13818233722435,A
UNION JACK FLAG PASSPORT COVER ,2639.89,0.02681919281245787,77.1650015300368,A
SET/3 ROSE CANDLE IN JEWELLED BOX,2635.27,0.026772257269388443,77.19177378730619,A
POTTERING MUG,2634.73,0.026766771296821888,77.21854055860301,A
EASTER CRAFT IVY WREATH WITH CHICK,2631.18,0.026730706106801002,77.24527126470981,A
SET OF 72 RETROSPOT PAPER  DOILIES,2630.77,0.026726540831333804,77.27199780554115,A
BLUE SAVANNAH PICNIC HAMPER FOR 2,2623.32,0.02665085472833224,77.29864866026948,A
CARDHOLDER GINGHAM STAR,2622.5,0.026642524177397833,77.32529118444688,A
BLACK DINER WALL CLOCK,2620.41,0.02662129143172357,77.3519124758786,A
6 RIBBONS ELEGANT CHRISTMAS ,2616.3,0.026579537084967002,77.37849201296358,A
HANGING MEDINA LANTERN SMALL,2615.55,0.026571917678624563,77.4050639306422,A
TEA TIME MUG IN GIFT BOX,2599.7900000000004,0.02641180855334876,77.43147573919555,A
LUSH GREENS RIBBONS,2598.32,0.02639687451691758,77.45787261371247,A
12 PENCILS SMALL TUBE RED RETROSPOT,2594.4300000000003,0.02635735519602146,77.4842299689085,A
SMALL RED RETROSPOT WINDMILL,2593.75,0.026350446934270973,77.51058041584277,A
SWEETHEART CREAM STEEL TABLE RECT,2593.5,0.026347907132156827,77.53692832297493,A
ROSE SCENT CANDLE IN JEWELLED BOX,2591.68,0.02632941737276584,77.5632577403477,A
BOX OF 9 PEBBLE CANDLES,2591.5699999999997,0.026328299859835612,77.58958604020754,A
"FEATHER PEN,HOT PINK",2585.14,0.026262976149459764,77.61584901635699,A
SWALLOW GIANT TUBE MATCHES,2583.4500000000003,0.026245807087168137,77.64209482344415,A
WHITE HANGING BEADS CANDLE HOLDER,2582.4500000000003,0.026235647878711552,77.66833047132286,A
WOODEN STAR CHRISTMAS SCANDINAVIAN,2581.4,0.026224980709832132,77.69455545203269,A
JAM MAKING SET PRINTED,2580.46,0.02621543105388294,77.72077088308657,A
HANGING FAIRY CAKE DECORATION,2577.7200000000003,0.026187594822711897,77.74695847790929,A
EMPIRE UNION JACK TV DINNER TRAY,2577.11,0.026181397705553375,77.77313987561485,A
"FANCY FONT BIRTHDAY CARD, ",2576.13,0.026171441681265922,77.79931131729612,A
PENS ASSORTED FUNNY FACE,2575.04,0.026160368144048245,77.82547168544016,A
JOY LARGE WOOD LETTERS,2574.14,0.026151224856437318,77.8516229102966,A
GROW A FLYTRAP OR SUNFLOWER IN TIN,2571.63,0.026125725243211283,77.8777486355398,A
ELEPHANT CARNIVAL POUFFE,2570.95,0.026118816981460805,77.90386745252127,A
BOMBS AWAY METAL SIGN,2569.6600000000003,0.02610571160255181,77.92997316412382,A
OFFICE MUG WARMER POLKADOT,2566.21,0.026070662333376588,77.9560438264572,A
GLASS ETCHED T-LIGHT HOLDER LARGE,2565.67,0.02606517636081003,77.98210900281802,A
EASTER CRAFT 4 CHICKS ,2562.84,0.02603642580087789,78.0081454286189,A
WATERING CAN GREEN DINOSAUR,2562.6099999999997,0.026034089182932874,78.03417951780183,A
JAM MAKING SET WITH JARS,2557.18,0.02597892468101361,78.06015844248284,A
BLUE SPOTS  WRAP,2555.0,0.025956777606578253,78.08611522008943,A
TEA TIME TEA SET IN GIFT BOX,2550.98,0.025915937588582773,78.112031157678,A
BLACK WINE GLASS,2537.99,0.025783969470731718,78.13781512714874,A
S/16 VINTAGE ROSE CUTLERY,2536.73,0.02577116886807642,78.16358629601682,A
BLUE RETRO BAR STOOL,2535.1,0.025754609358292185,78.1893409053751,A
TOILET METAL SIGN,2531.96,0.0257227094437385,78.21506361481885,A
"POPCORN HOLDER , SMALL ",2531.64,0.025719458497032395,78.24078307331588,A
DOORMAT WELCOME SUNRISE,2527.78,0.025680243952389974,78.26646331726828,A
BUTTERFLIES  HONEYCOMB GARLAND,2527.0,0.025672319769793832,78.29213563703807,A
CAT BOWL ,2521.2400000000002,0.025613802729083895,78.31774943976716,A
PINK OWL SOFT TOY,2518.9900000000002,0.02559094451005658,78.34334038427721,A
CUPCAKE LACE PAPER SET 6,2517.6699999999996,0.025577534354893877,78.3689179186321,A
CAKE STAND VICTORIAN FILIGREE LARGE,2516.85,0.02556920380395948,78.39448712243606,A
SET/20 RED RETROSPOT PAPER NAPKINS ,2515.3199999999997,0.025553660215020903,78.42004078265109,A
GREEN GINGHAM FLOWER JEWELLERY BOX,2511.3599999999997,0.02551342974953282,78.44555421240062,A
CHRISTMAS RETROSPOT ANGEL WOOD,2510.0099999999998,0.025499714818116425,78.47105392721873,A
POPPY'S PLAYHOUSE BATHROOM,2507.17,0.025470862666099728,78.49652478988483,A
HANGING MEDINA LANTERN LARGE,2506.89,0.02546801808773188,78.52199280797257,A
"SPRING DEC , HANGING CHICK CREAM",2499.58,0.025393754273914236,78.54738656224649,A
WATERMELON BATH SPONGE,2498.43,0.025382071184189156,78.57276863343067,A
TRIPLE PHOTO FRAME CORNICE ,2494.21,0.025339199324502366,78.59810783275518,A
SET/4 PINK ORCHID CANDLES IN BOWL,2489.87,0.025295108359800783,78.62340294111497,A
CHARLOTTE BAG DOLLY GIRL DESIGN,2488.4,0.025280174323369597,78.64868311543835,A
BLUE/CREAM STRIPE FRINGE HAMMOCK,2486.6600000000003,0.02526249730065514,78.673945612739,A
WRAP ENGLISH ROSE ,2465.48,0.02504732526554464,78.69899293800455,A
PINK ROSE WASHBAG,2462.63,0.02501837152144337,78.72401130952599,A
WHITE TALL PORCELAIN T-LIGHT HOLDER,2458.82,0.024979664937223773,78.74899097446321,A
SET/2 RED RETROSPOT TEA TOWELS ,2454.35,0.02493425327542283,78.77392522773863,A
PINK FELT EASTER EGG BASKET,2454.2,0.02493272939415434,78.79885795713278,A
WOODLAND ANIMAL  WRITING SET ,2454.0699999999997,0.024931408697054985,78.82378936582984,A
CREAM FELT EASTER EGG BASKET,2453.58,0.02492643068491126,78.84871579651475,A
SET OF 2 TEA TOWELS APPLE AND PEARS,2452.92,0.024919725607329912,78.87363552212209,A
LUNCH BAG PINK POLKADOT,2448.69,0.02487675215555855,78.89851227427765,A
HEN HOUSE DECORATION,2443.83,0.024827378402459542,78.92333965268011,A
WHITE TISSUE REAM,2440.65,0.024795072119567597,78.94813472479969,A
ALARM CLOCK BAKELIKE CHOCOLATE,2440.35,0.024792024357030623,78.97292674915671,A
CHOC TRUFFLE GOLD TRINKET POT ,2436.92,0.024757178272024533,78.99768392742874,A
DOORMAT CHRISTMAS VILLAGE,2430.45,0.024691448193310414,79.02237537562205,A
POLKA DOT RAFFIA FOOD COVER,2426.69,0.02465324956951365,79.04702862519156,A
EMBOSSED HEART 3 DRAWER SHELF,2420.69,0.024592294318774133,79.07162091951034,A
PACK OF 6 SANDCASTLE FLAGS ASSORTED,2419.34,0.024578579387357743,79.09619949889769,A
TEA COSY RED  STRIPE,2418.63,0.024571366349353568,79.12077086524704,A
DINOSAUR PARTY BAG + STICKER SET,2418.0499999999997,0.024565474008448746,79.1453363392555,A
12 PENCILS TALL TUBE SKULLS,2417.5299999999997,0.024560191220051316,79.16989653047554,A
BIRDS MOBILE VINTAGE DESIGN,2415.6,0.024540583947730107,79.19443711442327,A
BALLOONS  WRITING SET ,2405.9,0.02444203962570122,79.21887915404896,A
SWEETHEART CARRY-ALL BASKET,2405.32,0.024436147284796404,79.24331530133377,A
CAST IRON HOOK GARDEN TROWEL,2401.99,0.024402317120635963,79.2677176184544,A
RED FLOWER CROCHET FOOD COVER,2400.4,0.024386163979189995,79.29210378243359,A
CHRISTMAS RETROSPOT TREE WOOD,2398.48,0.024366658298953348,79.31647044073254,A
OCEAN SCENT CANDLE IN JEWELLED BOX,2397.21,0.024353756104213482,79.34082419683676,A
PHOTO FRAME 3 CLASSIC HANGING,2396.19,0.024343393711587766,79.36516759054835,A
CAST IRON HOOK GARDEN FORK,2394.02,0.024321348229236973,79.38948893877759,A
12 IVORY ROSE PEG PLACE SETTINGS,2390.79,0.0242885339859222,79.41377747276351,A
UNION JACK FLAG LUGGAGE TAG,2388.7599999999998,0.024267910792755327,79.43804538355627,A
RETRO SPOT SUGAR JAM BOWL,2382.2400000000002,0.02420167275361839,79.46224705630989,A
SANDALWOOD FAN,2381.39,0.024193037426430284,79.48644009373632,A
12 PENCILS TALL TUBE WOODLAND,2377.77,0.024156261091817444,79.51059635482814,A
SALLE DE BAIN HOOK,2376.08,0.024139092029525813,79.53473544685767,A
ENGLISH ROSE TABLE CLOTH,2373.01,0.024107903259564096,79.55884335011723,A
LOVE HEART POCKET WARMER,2365.64,0.02403302989323905,79.58287638001046,A
RED RETROSPOT SHOPPER BAG,2362.62,0.02400234908370016,79.60687872909416,A
CHRISTMAS STAR WISH LIST CHALKBOARD,2360.7799999999997,0.023983656140140037,79.63086238523431,A
EASTER TREE YELLOW BIRDS,2356.42,0.023939361991269323,79.65480174722558,A
CARDHOLDER GINGHAM CHRISTMAS TREE,2354.94,0.023924326362753576,79.67872607358834,A
24 HANGING EASTER EGGS FLORAL TUB,2350.92,0.0238834863447581,79.7026095599331,A
POLYESTER FILLER PAD 45x45cm,2349.8,0.023872108031286726,79.72648166796438,A
CHARLIE AND LOLA FIGURES TINS,2340.1,0.023773563709257834,79.75025523167363,A
ENAMEL WASH BOWL CREAM,2340.03,0.023772852564665874,79.7740280842383,A
T-LIGHT GLASS FLUTED ANTIQUE,2337.83,0.023750502306061384,79.79777858654435,A
SET OF 4 NEW ENGLAND PLACEMATS,2336.1,0.02373292687543149,79.82151151341978,A
SKULL DESIGN TV DINNER TRAY,2334.81,0.023719821496522492,79.8452313349163,A
Adjustment by john on 26/01/2010 16,2334.43,0.02371596099730899,79.86894729591361,A
BUTTON BOX ,2334.24,0.023714030747702234,79.89266132666131,A
GARLAND WITH HEARTS AND BELLS,2330.7000000000003,0.023678067149765926,79.91633939381107,A
OFFICE MUG WARMER CHOC+BLUE,2326.76,0.023638039868446974,79.93997743367952,A
CAKE PLATE LOVEBIRD WHITE,2325.19,0.02362208991117013,79.96359952359069,A
RIBBON REEL MAKING SNOWMEN ,2321.38,0.02358338332695054,79.98718290691764,A
MAKE YOUR OWN MONSOON CARD KIT,2307.9,0.023446437196955754,80.01062934411459,B
PENCIL CASE LIFE IS BEAUTIFUL,2303.4600000000005,0.023401330311408515,80.034030674426,B
CHERRY BLOSSOM DECORATIVE FLASK,2302.2200000000003,0.023388732892922343,80.05741940731893,B
MUSHROOM BLUE HOT WATER BOTTLE,2296.76,0.023333263614749383,80.08075267093368,B
5 HOOK HANGER RED MAGIC TOADSTOOL,2288.97,0.02325412338087257,80.10400679431454,B
EMERGENCY FIRST AID TIN ,2283.71,0.02320068594439093,80.12720748025893,B
BRIGHT BLUES RIBBONS ,2280.47,0.023167770108991587,80.15037525036793,B
RED SPOTTY PURSE ,2278.17,0.023144403929541438,80.17351965429746,B
ROMANTIC PINKS RIBBONS ,2278.11,0.023143794377034045,80.1966634486745,B
CHERRY CROCHET FOOD COVER,2274.36,0.023105697345321845,80.21976914601981,B
BLUE/BROWN DOTS RUFFLED UMBRELLA,2270.73,0.023068819418624438,80.24283796543844,B
SAVOY ART DECO CLOCK,2268.95,0.02305073602757171,80.26588870146601,B
TOOL BOX SOFT TOY ,2267.67,0.02303773224074728,80.28892643370676,B
FRENCH BATHROOM SIGN BLUE METAL,2263.08,0.02299110147393155,80.3119175351807,B
MAKE YOUR OWN FLOWERPOWER CARD KIT,2252.07,0.022879248588824536,80.33479678376952,B
ROSE DES PADDED FLOOR CUSHION,2249.41,0.022852225094330013,80.35764900886385,B
NO JUNK MAIL METAL SIGN,2245.44,0.022811893036757368,80.3804609019006,B
MULTICOLOUR SPRING FLOWER MUG,2231.2200000000003,0.02266742909250471,80.40312833099311,B
BLUE TEA TOWEL CLASSIC DESIGN,2231.07,0.02266590521123622,80.42579423620435,B
ALPHABET STENCIL CRAFT,2230.38,0.022658895357401176,80.44845313156175,B
HANGING RIDGE GLASS T-LIGHT HOLDER,2216.66,0.022519511017376807,80.47097264257913,B
GIANT MEDINA STAMPED METAL BOWL ,2214.91,0.022501732402577784,80.4934743749817,B
ASSORTED CREEPY CRAWLIES,2213.39,0.02248629040572377,80.51596066538742,B
BAG 125g SWIRLY MARBLES,2212.58,0.022478061446873938,80.5384387268343,B
DOG BOWL CHASING BALL DESIGN,2212.22,0.022474404131829565,80.56091313096613,B
WHITE BAMBOO RIBS LAMPSHADE,2208.85,0.02244016759933087,80.58335329856546,B
STAR WOODEN CHRISTMAS DECORATION,2204.08,0.02239170817499295,80.60574500674045,B
MAGNETS PACK OF 4 SWALLOWS,2202.14,0.022371999310587174,80.62811700605104,B
"KEY FOB , FRONT  DOOR ",2199.32,0.022343350342739602,80.65046035639378,B
SET OF 36 MUSHROOM PAPER DOILIES,2198.18,0.02233176884509909,80.67279212523889,B
TABLECLOTH RED APPLES DESIGN ,2192.9,0.02227812822444832,80.69507025346333,B
EIGHT PIECE DINOSAUR SET,2188.06,0.02222895765551844,80.71729921111884,B
BABY BOOM RIBBONS ,2185.41,0.022202035753108484,80.73950124687195,B
SET OF 12 LILY BOTANICAL T-LIGHTS,2182.19,0.022169323101878278,80.76167056997383,B
72 CAKE CASES VINTAGE CHRISTMAS,2178.14,0.0221281783076291,80.78379874828146,B
ANTIQUE GLASS DRESSING TABLE POT,2176.1600000000003,0.022108063074885064,80.80590681135634,B
3 TIER CAKE TIN GREEN AND CREAM,2170.67,0.0220522890204584,80.8279591003768,B
SET OF 6 STRAWBERRY CHOPSTICKS,2169.84,0.022043856877439434,80.85000295725425,B
RED TEA TOWEL CLASSIC DESIGN,2169.62,0.022041621851578985,80.87204457910583,B
"SPRING DEC , HANGING CHICK  YELLOW",2164.88,0.02199346720349477,80.89403804630933,B
"DECORATION, HANGING HEART+MIRROR ",2161.0,0.02195404947468321,80.91599209578402,B
LARGE WHITE HONEYCOMB PAPER BELL  ,2158.7000000000003,0.021930683295233067,80.93792277907926,B
SMALL RED RETROSPOT MUG IN BOX ,2157.3,0.02191646040339384,80.95983923948265,B
CHILDS GARDEN BRUSH BLUE,2156.21,0.02190538686617616,80.98174462634883,B
GREEN  SPOTTY PLATE ,2155.17,0.021894821289381312,81.00363944763821,B
CHILDRENS GARDEN GLOVES PINK,2154.69,0.02188994486932215,81.02552939250752,B
RED SPOTTY BIG BOWL,2150.8500000000004,0.021850933508848862,81.04738032601637,B
SET OF 4 NAPKIN CHARMS HEARTS,2147.08,0.021812633292967527,81.06919295930933,B
SET 12 LAVENDER  BOTANICAL T-LIGHTS,2143.86,0.02177992064173732,81.09097287995107,B
SET OF 4 ENGLISH ROSE PLACEMATS,2139.27,0.02173328987492159,81.11270616982598,B
SET/6 FRUIT SALAD  PAPER PLATES,2130.62,0.021645412721772114,81.13435158254775,B
JAPANESE CROCHETED ANIMAL,2128.72,0.021626110225704598,81.15597769277346,B
HEADS AND TAILS SPORTING FUN,2126.66,0.021605182256284033,81.17758287502974,B
"CHRISTMAS GARLAND STARS,TREES",2126.45,0.021603048822508148,81.19918592385226,B
COSMETIC BAG VINTAGE ROSE PAISLEY,2126.4,0.021602540862085323,81.22078846471435,B
ASSORTED CAKES FRIDGE MAGNETS,2126.27,0.021601220164985963,81.24238968487933,B
CHARLOTTE BAG PINK POLKADOT,2125.45,0.021592889614051564,81.26398257449338,B
DINOSAURS  WRITING SET ,2121.96,0.021557433976538077,81.28554000846992,B
WHITE BELL HONEYCOMB PAPER ,2117.3,0.021510092065130385,81.30705010053505,B
SET OF 72 SKULL PAPER  DOILIES,2115.87,0.021495564397037467,81.3285456649321,B
FOLDING UMBRELLA  CHOC/WHITE  SPOT,2115.77,0.021494548476191807,81.35004021340829,B
SET OF 6 KASHMIR FOLKART BAUBLES,2114.37,0.021480325584352585,81.37152053899264,B
CHILDS GARDEN BRUSH PINK,2112.48,0.02146112468036964,81.39298166367301,B
MINI JIGSAW SPACEBOY,2110.38,0.021439790342610808,81.41442145401562,B
S/4 PINK FLOWER CANDLES IN BOWL,2103.7599999999998,0.0213725363826282,81.43579399039825,B
BATH DUCK WATERING CAN,2102.46,0.021359329411634643,81.45715331980989,B
CHERRY DESIGN PAPERLANTERNS,2100.33,0.021337690297622114,81.47849101010752,B
MAGIC DRAWING SLATE CIRCUS PARADE  ,2093.89,0.021272264995161695,81.49976327510268,B
REX CASH+CARRY JUMBO SHOPPER,2091.9,0.02125204817033309,81.52101532327302,B
DAIRY MAID STRIPE MUG,2091.21,0.021245038316498047,81.54226036158951,B
S/15 SILVER GLASS BAUBLES IN BAG,2082.93,0.02116092007047751,81.56342128165998,B
GIRLY PINK TOOL SET,2079.4700000000003,0.021125769209217722,81.5845470508692,B
BLUE SAVANNAH PICNIC HAMPER FOR 4,2077.82,0.021109006515264355,81.60565605738446,B
12 PENCILS TALL TUBE RED SPOTTY,2074.06,0.021070807891467588,81.62672686527593,B
GREEN CHRISTMAS TREE STRING 20LIGHT,2072.9900000000002,0.021059937538419043,81.64778680281435,B
CARNIVAL BRACELET,2071.64,0.02104622260700265,81.66883302542135,B
"ELEPHANT, BIRTHDAY CARD, ",2070.12,0.02103078061014864,81.6898638060315,B
RED LOVE HEART SHAPE CUP,2069.08,0.021020215033353787,81.71088402106486,B
HANGING GLASS ETCHED TEALIGHT,2067.91,0.021008328759459582,81.73189234982432,B
EAU DE NIL DINER WALL CLOCK,2067.2,0.021001115721455407,81.75289346554578,B
ROCKING HORSE GREEN CHRISTMAS ,2066.7999999999997,0.02099705203807277,81.77389051758385,B
60 GOLD AND SILVER FAIRY CAKE CASES,2061.09,0.020939042957785665,81.79482956054164,B
GUMBALL MAGAZINE RACK,2060.76,0.02093569041899499,81.81576525096064,B
COWBOYS AND INDIANS BIRTHDAY CARD ,2059.71,0.020925023250115575,81.83669027421075,B
SET/20 WOODLAND PAPER NAPKINS ,2058.1,0.02090866692450047,81.85759894113525,B
TRIANGULAR POUFFE VINTAGE ,2053.5299999999997,0.02086223934185387,81.8784611804771,B
PACK 20 DOLLY PEGS,2051.0,0.020836536544458707,81.89929771702157,B
BROCANTE COAT RACK,2047.45,0.020800471354437827,81.920098188376,B
RED RETROSPOT APRON ,2047.1000000000001,0.02079691563147802,81.94089510400748,B
CHRISTMAS HANGING HEART WITH BELL,2041.1399999999999,0.020736366749076765,81.96163147075656,B
TOAST ITS - BEST MUM,2040.6100000000001,0.020730982368594775,81.98236245312515,B
RETROSPOT PARTY BAG + STICKER SET,2039.5499999999997,0.02072021360763079,82.00308266673278,B
SET 12 WILDFLOWER BOTANICAL T-LIGHT,2025.7700000000002,0.020580219715099036,82.02366288644788,B
MOBILE VINTAGE HEARTS ,2022.33,0.020545272038008374,82.04420815848589,B
LADS ONLY TISSUE BOX,2022.21,0.020544052932993585,82.06475221141888,B
BLUE FAIRY CAKE CHILD'S APRON,2021.47,0.02053653511873571,82.08528874653761,B
PURPLE PAPER PARASOL,2019.0400000000002,0.020511848242186208,82.1058005947798,B
IVORY DINER WALL CLOCK,2016.2,0.0204829960901695,82.12628359086996,B
PORCELAIN T-LIGHT HOLDERS ASSORTED,2013.73,0.02045790284528173,82.14674149371524,B
